latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
35.83241,36.00517,328.32,1.54,1.22,2025-07-07,0739,Terra,MODIS,59,6.1NRT,305.56,30.1,D
35.83653,35.92345,359.41,1.53,1.22,2025-07-07,0739,Terra,MODIS,99,6.1NRT,307.36,137.91,D
35.85152,35.93218,308.86,1.08,1.04,2025-07-07,1843,Terra,MODIS,61,6.1NRT,296.16,6.17,N
35.74141,35.93604,314.36,1.08,1.04,2025-07-07,1843,Terra,MODIS,87,6.1NRT,297.39,11.87,N
35.84459,36.02885,305.69,1.09,1.04,2025-07-07,1843,Terra,MODIS,56,6.1NRT,295.26,5.71,N
35.84314,36.01682,323.62,1.09,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,296.33,22.63,N
35.84174,36.00526,325.36,1.09,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,295.56,24.47,N
35.8537,36.02679,308.56,1.09,1.04,2025-07-07,1843,Terra,MODIS,70,6.1NRT,294.75,7.73,N
35.85226,36.01491,322.08,1.09,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,294.53,20.73,N
35.84101,35.92259,348.35,1.08,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,302.38,61.6,N
35.83963,35.91128,338.29,1.08,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,300.68,40.67,N
35.85011,35.92065,465.21,1.08,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,329.65,1034.92,N
35.84874,35.90949,448.52,1.08,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,321.64,768.41,N
35.84595,35.88668,312.77,1.08,1.04,2025-07-07,1843,Terra,MODIS,83,6.1NRT,298,8.49,N
35.85927,35.91928,408.23,1.08,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,302.66,337.61,N
35.85788,35.90793,371.09,1.08,1.04,2025-07-07,1843,Terra,MODIS,100,6.1NRT,300.24,128.6,N
35.85648,35.89648,312.12,1.08,1.04,2025-07-07,1843,Terra,MODIS,81,6.1NRT,297.9,7.26,N
35.85503,35.88478,309.01,1.08,1.04,2025-07-07,1843,Terra,MODIS,26,6.1NRT,297.72,5.03,N
35.86094,35.91287,348.1,1.09,1.04,2025-07-08,0054,Aqua,MODIS,100,6.1NRT,298.96,65.01,N
35.85902,35.92418,317.63,1.09,1.04,2025-07-08,0054,Aqua,MODIS,93,6.1NRT,294.73,16.47,N
35.84333,36.01639,314.95,1.1,1.05,2025-07-08,0054,Aqua,MODIS,90,6.1NRT,293.65,15.7,N
35.74525,35.93747,311.79,1.1,1.04,2025-07-08,0054,Aqua,MODIS,83,6.1NRT,295.06,11.67,N
35.86803,35.92667,321.77,1.09,1.04,2025-07-08,0054,Aqua,MODIS,100,6.1NRT,295.22,20.73,N
35.85244,36.01847,319.88,1.1,1.05,2025-07-08,0054,Aqua,MODIS,99,6.1NRT,293.38,20.24,N
35.8504,36.0305,313.42,1.1,1.05,2025-07-08,0054,Aqua,MODIS,87,6.1NRT,293.54,13.66,N
35.86994,35.91544,331.5,1.09,1.04,2025-07-08,0054,Aqua,MODIS,100,6.1NRT,296.04,33.17,N
35.85457,35.902,327.69,2.93,1.63,2025-07-08,0642,Terra,MODIS,40,6.1NRT,301.01,79.57,D
35.85246,35.93773,328.23,2.91,1.63,2025-07-08,0642,Terra,MODIS,68,6.1NRT,299.64,83.86,D
35.86467,35.92911,325.26,2.91,1.63,2025-07-08,0642,Terra,MODIS,52,6.1NRT,298.96,73.01,D
35.85014,35.92978,331.15,2.91,1.63,2025-07-08,0642,Terra,MODIS,70,6.1NRT,300.15,105.19,D
35.8559,35.92919,365.49,1,1,2025-07-08,1155,Aqua,MODIS,100,6.1NRT,312.59,84.99,D
33.58603,36.55334,334.44,1,1,2025-07-08,1155,Aqua,MODIS,73,6.1NRT,317.47,12.69,D
35.84931,36.0262,348.36,1,1,2025-07-08,1155,Aqua,MODIS,91,6.1NRT,306.35,49.15,D
35.85752,35.93991,400.52,1,1,2025-07-08,1155,Aqua,MODIS,94,6.1NRT,310.71,242.9,D
35.85264,35.9076,328.51,1,1,2025-07-08,1155,Aqua,MODIS,51,6.1NRT,308.44,10.34,D
35.86623,35.93789,426.67,1,1,2025-07-08,1155,Aqua,MODIS,94,6.1NRT,310.34,441.98,D
35.8646,35.92712,377.54,1,1,2025-07-08,1155,Aqua,MODIS,100,6.1NRT,312.01,127.39,D
35.86298,35.91633,338.83,1,1,2025-07-08,1155,Aqua,MODIS,81,6.1NRT,308.28,24.49,D
35.866,35.92768,306.31,4.22,1.9,2025-07-08,1919,Terra,MODIS,41,6.1NRT,293.52,48.48,N
36.10408,37.14983,327.85,1.05,1.02,2025-07-09,0720,Terra,MODIS,46,6.1NRT,314.98,9.96,D
35.85002,36.01754,339.47,1,1,2025-07-09,0722,Terra,MODIS,84,6.1NRT,304.91,34.29,D
35.86986,35.9444,325.73,1,1,2025-07-09,0722,Terra,MODIS,51,6.1NRT,305.75,14.8,D
35.8491,36.02252,328.41,2.86,1.61,2025-07-09,1234,Aqua,MODIS,62,6.1NRT,303.9,71.76,D
35.8428,35.93457,331.55,2.82,1.6,2025-07-09,1234,Aqua,MODIS,68,6.1NRT,303.96,80.21,D
35.85701,35.93437,333.93,2.82,1.6,2025-07-09,1234,Aqua,MODIS,77,6.1NRT,305.85,101.06,D
35.87124,35.93434,326.49,2.82,1.6,2025-07-09,1234,Aqua,MODIS,29,6.1NRT,303.29,59.09,D
35.8502,35.95531,331.5,2.83,1.61,2025-07-09,1234,Aqua,MODIS,66,6.1NRT,302.66,83.19,D
35.8483,35.92669,325.16,2.82,1.6,2025-07-09,1234,Aqua,MODIS,23,6.1NRT,304.6,48.29,D
35.86255,35.92709,331.05,2.82,1.6,2025-07-09,1234,Aqua,MODIS,65,6.1NRT,305.43,87.49,D
35.85939,35.96842,325.58,1.14,1.06,2025-07-09,1821,Terra,MODIS,100,6.1NRT,295.14,27.13,N
35.85737,35.95581,337.15,1.14,1.06,2025-07-09,1821,Terra,MODIS,100,6.1NRT,296.48,46.16,N
35.85538,35.94342,305.42,1.14,1.07,2025-07-09,1821,Terra,MODIS,33,6.1NRT,294.7,6.43,N
35.86418,35.96123,314.92,1.14,1.06,2025-07-09,1821,Terra,MODIS,88,6.1NRT,294.39,14.67,N
35.86833,35.9606,308.76,1.17,1.08,2025-07-10,0035,Aqua,MODIS,75,6.1NRT,292.42,11.22,N
35.8667,35.97379,325.87,1.17,1.08,2025-07-10,0035,Aqua,MODIS,100,6.1NRT,293.22,30.85,N
35.85888,35.95902,321.12,1.17,1.08,2025-07-10,0035,Aqua,MODIS,100,6.1NRT,294.09,23.33,N
35.85727,35.97213,318.96,1.17,1.08,2025-07-10,0035,Aqua,MODIS,98,6.1NRT,293.58,21.19,N
35.85373,35.96428,325.73,1.17,1.08,2025-07-10,0035,Aqua,MODIS,100,6.1NRT,294,30.91,N
35.85685,35.95735,320.37,3.21,1.7,2025-07-10,0758,Terra,MODIS,56,6.1NRT,296.31,59.33,D
35.85245,35.97353,345.95,1.61,1.25,2025-07-10,1134,Aqua,MODIS,93,6.1NRT,301.39,87.08,D
35.8489,35.95539,349.52,1.62,1.25,2025-07-10,1134,Aqua,MODIS,95,6.1NRT,301.76,100.16,D
35.86299,35.96932,327.2,1.61,1.25,2025-07-10,1134,Aqua,MODIS,60,6.1NRT,300.78,31.16,D
35.85947,35.95129,347.97,1.62,1.25,2025-07-10,1134,Aqua,MODIS,94,6.1NRT,305.52,95.81,D
35.87358,35.96536,323.3,1.61,1.25,2025-07-10,1134,Aqua,MODIS,75,6.1NRT,301.29,25.45,D
35.87008,35.94733,343.46,1.62,1.25,2025-07-10,1134,Aqua,MODIS,92,6.1NRT,304.27,81.8,D
35.85284,35.97979,304.14,2.04,1.39,2025-07-10,1902,Terra,MODIS,12,6.1NRT,293.75,13.24,N
35.85461,36.00189,314.52,2.05,1.39,2025-07-10,1902,Terra,MODIS,88,6.1NRT,293.58,33.87,N
35.85118,35.95926,316.74,2.04,1.39,2025-07-10,1902,Terra,MODIS,93,6.1NRT,294.84,38.91,N
35.86523,35.97919,318.92,2.04,1.39,2025-07-10,1902,Terra,MODIS,97,6.1NRT,294.97,44.3,N
35.84523,36.01744,337.75,1.33,1.14,2025-07-11,1214,Aqua,MODIS,78,6.1NRT,312.23,38.13,D
35.84037,35.97487,348.48,1.32,1.14,2025-07-11,1214,Aqua,MODIS,91,6.1NRT,313.58,56.62,D
35.83881,35.96112,376.39,1.32,1.14,2025-07-11,1214,Aqua,MODIS,100,6.1NRT,315.57,178.11,D
35.85522,36.01553,419.12,1.33,1.14,2025-07-11,1214,Aqua,MODIS,100,6.1NRT,318.45,569,D
35.85363,36.0016,412.57,1.33,1.14,2025-07-11,1214,Aqua,MODIS,100,6.1NRT,324.7,486.11,D
35.86362,35.99977,342.58,1.33,1.14,2025-07-11,1214,Aqua,MODIS,71,6.1NRT,308.5,46.73,D
35.86201,35.98576,364.9,1.33,1.14,2025-07-11,1214,Aqua,MODIS,100,6.1NRT,315.79,122.49,D
35.86206,35.99454,350.96,1.33,1.14,2025-07-11,1214,Aqua,MODIS,93,6.1NRT,311.04,72.92,D
35.86052,35.98052,346.25,1.33,1.14,2025-07-11,1214,Aqua,MODIS,82,6.1NRT,316.23,53.57,D
35.87057,35.97922,336.04,1.33,1.14,2025-07-11,1214,Aqua,MODIS,53,6.1NRT,311.65,31.49,D
35.88052,35.97706,349.65,1.33,1.14,2025-07-11,1214,Aqua,MODIS,92,6.1NRT,309.16,70.47,D
35.87901,35.96345,333.7,1.32,1.14,2025-07-11,1214,Aqua,MODIS,45,6.1NRT,310.37,26.74,D
35.87756,35.95039,342.47,1.32,1.14,2025-07-11,1214,Aqua,MODIS,82,6.1NRT,310.59,47.15,D
35.85851,36.02232,314.61,2.1,1.41,2025-07-11,1802,Terra,MODIS,87,6.1NRT,297,31.46,N
35.86053,36.01624,316.85,2.1,1.41,2025-07-11,1802,Terra,MODIS,93,6.1NRT,297.16,38.01,N
35.86794,35.98971,315.21,2.11,1.41,2025-07-11,1802,Terra,MODIS,66,6.1NRT,296.26,31.36,N
35.88002,35.98558,325.48,2.11,1.41,2025-07-11,1802,Terra,MODIS,100,6.1NRT,297.64,60.55,N
35.89228,35.98236,309.62,2.11,1.41,2025-07-11,1802,Terra,MODIS,71,6.1NRT,295.63,21.47,N
35.85815,36.00282,332.22,1.6,1.25,2025-07-12,0739,Terra,MODIS,73,6.1NRT,305.55,41.53,D
35.85279,36.0187,332.52,3.43,1.74,2025-07-12,1115,Aqua,MODIS,60,6.1NRT,305.39,125.16,D
35.86721,36.01197,337.84,3.43,1.74,2025-07-12,1115,Aqua,MODIS,76,6.1NRT,306.22,174.32,D
35.87283,35.96906,331.89,3.45,1.75,2025-07-12,1115,Aqua,MODIS,56,6.1NRT,309.05,125.02,D
33.02814,35.85654,330.8,4.22,1.9,2025-07-12,1115,Aqua,MODIS,42,6.1NRT,313.78,105.39,D
35.86563,36.02096,306.75,1.11,1.05,2025-07-12,1841,Terra,MODIS,55,6.1NRT,295.65,6.53,N
35.86414,36.0085,310.02,1.11,1.05,2025-07-12,1841,Terra,MODIS,74,6.1NRT,295.11,9.37,N
35.88738,35.9501,305.52,1.04,1.02,2025-07-13,0052,Aqua,MODIS,65,6.1NRT,294.21,6.96,N
35.21754,36.43021,331.84,1.01,1.01,2025-07-13,1153,Aqua,MODIS,45,6.1NRT,320.87,7.32,D
35.21589,36.41946,333.7,1.01,1.01,2025-07-13,1153,Aqua,MODIS,64,6.1NRT,323.22,10.5,D
35.42152,36.31454,333.89,1.02,1.01,2025-07-13,1153,Aqua,MODIS,66,6.1NRT,318.08,13.35,D
35.88419,35.94318,361.32,1.03,1.01,2025-07-13,1153,Aqua,MODIS,100,6.1NRT,307.72,81.66,D
35.88247,35.93219,327.3,1.03,1.01,2025-07-13,1153,Aqua,MODIS,38,6.1NRT,308.87,14.07,D
35.81888,37.10571,328.97,1.07,1.03,2025-07-14,0722,Terra,MODIS,72,6.1NRT,309.05,13.2,D
35.36625,36.25269,359.46,1.76,1.3,2025-07-15,1132,Aqua,MODIS,99,6.1NRT,309.16,175.9,D
32.72061,36.56415,312.23,2.13,1.42,2025-07-15,1902,Terra,MODIS,83,6.1NRT,294.82,31.32,N
32.72205,36.55879,309.35,2.13,1.42,2025-07-15,1902,Terra,MODIS,76,6.1NRT,294.48,26.5,N
32.65553,36.64186,333.14,1.2,1.09,2025-07-16,1210,Aqua,MODIS,63,6.1NRT,319.78,13.11,D
33.27535,35.7837,339.99,1.12,1.06,2025-07-16,1210,Aqua,MODIS,84,6.1NRT,311.2,35.16,D
33.2794,35.77492,302.14,2.43,1.5,2025-07-16,1802,Terra,MODIS,38,6.1NRT,292.03,15.63,N
33.2053,35.8169,301.71,2.53,1.53,2025-07-17,0011,Aqua,MODIS,44,6.1NRT,290.93,21.06,N
32.70565,36.50803,340.42,1.1,1.05,2025-07-18,1149,Aqua,MODIS,80,6.1NRT,321.84,24.62,D
32.71092,36.48295,344.6,1.1,1.05,2025-07-18,1149,Aqua,MODIS,86,6.1NRT,322.02,30.89,D
32.70903,36.47156,351.59,1.1,1.05,2025-07-18,1149,Aqua,MODIS,93,6.1NRT,322.77,48.94,D
32.70715,36.46019,331.84,1.11,1.05,2025-07-18,1149,Aqua,MODIS,57,6.1NRT,321.46,8.78,D
32.75285,36.50848,331.79,1.1,1.05,2025-07-18,1149,Aqua,MODIS,56,6.1NRT,320.92,8.86,D
32.96194,36.60865,320.9,1.12,1.05,2025-07-19,0724,Terra,MODIS,47,6.1NRT,309.12,7.14,D
