latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.7605,38.4222,345.5,1,1,2002-07-08,1040,Aqua,MODIS,87,6.03,325.3,22.9,D,0
37.1648,42.2418,338.9,1.5,1.2,2002-07-08,1040,Aqua,MODIS,69,6.03,320.7,28.3,D,0
36.8166,40.3746,304.7,3.5,1.8,2002-07-08,2008,Terra,MODIS,60,6.03,292.2,36.6,N,0
36.8072,40.3807,303,3.5,1.8,2002-07-08,2008,Terra,MODIS,52,6.03,292,28.1,N,0
37.107,42.0063,356.7,1,1,2002-07-09,0810,Terra,MODIS,97,6.03,323.2,48.1,D,0
35.2905,36.5439,327.7,1.4,1.2,2002-07-09,0810,Terra,MODIS,59,6.03,313.8,12.4,D,0
35.717,36.8116,336.7,1.3,1.1,2002-07-09,0810,Terra,MODIS,77,6.03,321.2,17.1,D,0
35.9794,40.0449,339.1,1,1,2002-07-09,0810,Terra,MODIS,78,6.03,317.3,20.3,D,0
36.4598,37.3303,327.9,1.3,1.1,2002-07-09,0810,Terra,MODIS,60,6.03,311.9,11.9,D,0
36.815,38.5217,332.9,1.1,1.1,2002-07-09,0810,Terra,MODIS,66,6.03,317.3,9.6,D,0
37.0807,42.0579,352.2,1,1,2002-07-09,0810,Terra,MODIS,94,6.03,325.3,37.6,D,0
37.1086,41.9952,353.1,1,1,2002-07-09,0810,Terra,MODIS,94,6.03,323.2,38.9,D,0
37.1198,41.9994,338.3,2.5,1.5,2002-07-09,0945,Aqua,MODIS,81,6.03,320,60.8,D,0
35.1103,40.5613,312.3,1.2,1.1,2002-07-09,1913,Terra,MODIS,80,6.03,299.8,10.3,N,2
36.983,41.4629,309.9,1.1,1,2002-07-09,1913,Terra,MODIS,75,6.03,294.4,9.2,N,0
37.2315,42.2264,330,1,1,2002-07-09,1913,Terra,MODIS,100,6.03,300.3,26.1,N,0
37.2298,42.2151,314.6,1,1,2002-07-09,1913,Terra,MODIS,89,6.03,298.7,9.8,N,0
36.6516,37.2306,305.4,1.7,1.3,2002-07-09,1913,Terra,MODIS,63,6.03,293.7,12.3,N,0
36.6551,37.2487,320.6,1.7,1.3,2002-07-09,1913,Terra,MODIS,100,6.03,294.2,37.7,N,0
37.0143,40.4652,309.8,1.1,1.1,2002-07-09,1913,Terra,MODIS,74,6.03,296.1,9.4,N,0
36.9627,40.4196,308.1,1.1,1.1,2002-07-09,1913,Terra,MODIS,69,6.03,294.4,8.5,N,2
36.9648,40.4322,321.6,1.1,1.1,2002-07-09,1913,Terra,MODIS,100,6.03,295.8,22.1,N,2
37.2387,42.213,317.3,1,1,2002-07-09,1913,Terra,MODIS,95,6.03,298.2,12.4,N,0
36.9967,40.6829,306.6,1.1,1.1,2002-07-09,1913,Terra,MODIS,61,6.03,296.4,6.4,N,0
36.8413,40.2882,303.1,1.1,1,2002-07-09,2325,Aqua,MODIS,51,6.03,291.9,5.3,N,0
36.8406,40.3923,326.4,1.1,1,2002-07-09,2325,Aqua,MODIS,100,6.03,293,27.6,N,0
36.8425,40.3806,305.5,1.1,1,2002-07-09,2325,Aqua,MODIS,64,6.03,291.2,7.8,N,0
36.8244,40.5479,305.3,1.1,1,2002-07-09,2325,Aqua,MODIS,64,6.03,293.2,7,N,0
37.2382,42.2203,314,1.2,1.1,2002-07-09,2325,Aqua,MODIS,88,6.03,294.7,15.5,N,0
35.1168,40.5657,316.8,1.1,1.1,2002-07-09,2325,Aqua,MODIS,94,6.03,297.9,15.6,N,2
36.8117,40.004,308.6,1,1,2002-07-09,2325,Aqua,MODIS,75,6.03,291.1,9.4,N,0
36.7977,40.2652,325.2,1.1,1,2002-07-09,2325,Aqua,MODIS,100,6.03,292.5,25.3,N,0
36.8284,40.3093,326,1.1,1,2002-07-09,2325,Aqua,MODIS,100,6.03,293.5,26.1,N,0
36.8303,40.2976,333,1.1,1,2002-07-09,2325,Aqua,MODIS,100,6.03,292.9,35.3,N,0
36.8375,40.3115,321.3,1.1,1,2002-07-09,2325,Aqua,MODIS,100,6.03,294.9,20.6,N,0
36.8394,40.2998,351.7,1.1,1,2002-07-09,2325,Aqua,MODIS,100,6.03,296.3,72,N,0
36.8449,40.3081,311.7,1.1,1,2002-07-09,2325,Aqua,MODIS,83,6.03,293.3,11.4,N,0
37.093,42.035,342.9,3.5,1.8,2002-07-10,0852,Terra,MODIS,87,6.03,318.5,163.1,D,0
36.0418,36.7368,335.1,1.8,1.3,2002-07-10,0853,Terra,MODIS,78,6.03,311.8,41.1,D,0
36.6191,37.1209,330.9,1.8,1.3,2002-07-10,0853,Terra,MODIS,75,6.03,310.2,31.8,D,0
36.6231,37.1012,360.6,1.8,1.3,2002-07-10,0853,Terra,MODIS,100,6.03,312.4,168.3,D,0
36.6817,39.3911,337.5,1,1,2002-07-10,1028,Aqua,MODIS,75,6.03,320.3,14.8,D,0
37.0978,42.0362,343,1.1,1,2002-07-10,1028,Aqua,MODIS,84,6.03,328.4,19.3,D,0
36.4956,37.1983,335.4,1.2,1.1,2002-07-10,1028,Aqua,MODIS,75,6.03,317.5,19.1,D,2
36.5051,37.1958,342.3,1.2,1.1,2002-07-10,1028,Aqua,MODIS,85,6.03,316.9,32,D,0
36.4879,37.0362,333,1.2,1.1,2002-07-10,1028,Aqua,MODIS,70,6.03,315.7,16.4,D,0
36.5997,37.5516,338.2,1.1,1.1,2002-07-10,1028,Aqua,MODIS,80,6.03,318.5,20.9,D,0
36.4856,37.023,333.7,1.2,1.1,2002-07-10,1028,Aqua,MODIS,72,6.03,315.3,17.6,D,0
36.5976,37.539,333.6,1.2,1.1,2002-07-10,1028,Aqua,MODIS,72,6.03,317.7,12.8,D,0
35.9835,39.2389,333.2,1,1,2002-07-10,1028,Aqua,MODIS,47,6.03,318.6,12.5,D,0
36.1196,37.3491,329.1,1.2,1.1,2002-07-10,1028,Aqua,MODIS,49,6.03,314,15.4,D,2
36.56,37.2714,305.6,1.4,1.2,2002-07-10,1956,Terra,MODIS,65,6.03,290.9,11.6,N,0
36.9708,40.453,306.4,2.2,1.4,2002-07-10,1956,Terra,MODIS,68,6.03,290.8,24.6,N,0
36.9577,40.4546,301.5,2.2,1.4,2002-07-10,1956,Terra,MODIS,42,6.03,291.1,14.8,N,0
36.9599,40.461,309.8,2.2,1.4,2002-07-10,1956,Terra,MODIS,78,6.03,291.1,30.4,N,0
36.6401,37.2685,302.2,1.4,1.2,2002-07-10,1956,Terra,MODIS,48,6.03,291.3,8.4,N,0
36.5595,36.9068,316.5,1.4,1.2,2002-07-10,1956,Terra,MODIS,93,6.03,294.5,21.9,N,2
36.5793,37.1987,308.4,1.4,1.2,2002-07-10,1956,Terra,MODIS,74,6.03,291.6,14.5,N,0
36.5809,37.2144,306.2,1.4,1.2,2002-07-10,1956,Terra,MODIS,67,6.03,290.7,12.3,N,0
36.7034,39.8546,306.9,2,1.4,2002-07-10,1956,Terra,MODIS,70,6.03,293.4,21.2,N,0
35.3272,36.7634,305.4,1.3,1.1,2002-07-10,1956,Terra,MODIS,64,6.03,291.7,9.2,N,0
35.3287,36.7775,309.2,1.3,1.1,2002-07-10,1956,Terra,MODIS,77,6.03,291.6,12.8,N,0
35.3186,36.7713,326.2,1.3,1.1,2002-07-10,1956,Terra,MODIS,100,6.03,292.4,34,N,0
36.7589,39.8444,304.2,4,1.9,2002-07-11,0007,Aqua,MODIS,59,6.03,289.6,54.2,N,0
36.7489,39.8447,305.8,4,1.9,2002-07-11,0007,Aqua,MODIS,66,6.03,289.1,61.3,N,0
36.4175,37.2269,324.4,2,1.4,2002-07-11,0758,Terra,MODIS,57,6.03,308.9,18.2,D,0
36.3762,37.4192,332.2,1.9,1.4,2002-07-11,0758,Terra,MODIS,76,6.03,311.3,39.3,D,0
36.9159,41.4918,303.4,1.4,1.2,2002-07-11,1901,Terra,MODIS,55,6.03,292.8,8.6,N,0
36.7904,40.7193,309.8,1.6,1.2,2002-07-11,1901,Terra,MODIS,78,6.03,294.3,17.6,N,0
36.969,41.2213,301.6,1.5,1.2,2002-07-11,1901,Terra,MODIS,43,6.03,291,7.5,N,0
37.0245,41.2218,305.2,1.5,1.2,2002-07-11,1901,Terra,MODIS,58,6.03,294.4,9.2,N,2
36.9561,40.4914,321.9,1.6,1.2,2002-07-11,1901,Terra,MODIS,100,6.03,293.9,39.7,N,2
36.7609,39.8551,305.7,1.8,1.3,2002-07-11,1901,Terra,MODIS,65,6.03,294,14.4,N,0
36.6812,40.7643,306.1,1.6,1.2,2002-07-11,1901,Terra,MODIS,66,6.03,296.1,10.3,N,0
36.877,41.7832,313.4,1.4,1.2,2002-07-11,1901,Terra,MODIS,87,6.03,293.3,18.9,N,0
36.6816,40.7586,308.6,1.6,1.2,2002-07-11,1901,Terra,MODIS,75,6.03,296,14.3,N,0
36.8029,40.3661,307.9,1,1,2002-07-11,2312,Aqua,MODIS,73,6.03,290.2,9.3,N,0
36.951,40.5609,316,1,1,2002-07-11,2312,Aqua,MODIS,92,6.03,292.7,14.8,N,0
36.9526,40.5496,301.5,1,1,2002-07-11,2312,Aqua,MODIS,42,6.03,291.3,4.6,N,0
36.8044,40.3547,318.2,1,1,2002-07-11,2312,Aqua,MODIS,96,6.03,290.6,17.7,N,0
36.8126,40.1573,302,1,1,2002-07-11,2312,Aqua,MODIS,46,6.03,290.2,5.8,N,0
36.8205,40.0291,305.6,1,1,2002-07-11,2312,Aqua,MODIS,65,6.03,291.8,7.5,N,2
36.7869,40.0754,311.7,1,1,2002-07-11,2312,Aqua,MODIS,83,6.03,291.6,12.2,N,0
35.1169,40.5652,316.6,1,1,2002-07-11,2313,Aqua,MODIS,94,6.03,296.5,13.4,N,2
36.7619,40.241,331.3,1.8,1.3,2002-07-12,0840,Terra,MODIS,61,6.03,313.9,24.8,D,0
36.7725,40.2294,337.2,1.8,1.3,2002-07-12,0840,Terra,MODIS,77,6.03,312.6,48,D,0
36.6074,37.6099,338.3,1.3,1.1,2002-07-12,0841,Terra,MODIS,82,6.03,313.7,28.5,D,0
36.6048,37.624,329,1.3,1.1,2002-07-12,0841,Terra,MODIS,65,6.03,312.3,10.3,D,0
36.6066,37.618,334.2,1.3,1.1,2002-07-12,0841,Terra,MODIS,76,6.03,313.1,20.1,D,0
36.6021,37.4122,331.3,1.3,1.1,2002-07-12,0841,Terra,MODIS,72,6.03,311,15.8,D,0
36.5996,37.426,331.7,1.3,1.1,2002-07-12,0841,Terra,MODIS,73,6.03,312,16.8,D,0
36.5603,37.1245,336.8,1.2,1.1,2002-07-12,0841,Terra,MODIS,81,6.03,310.4,26.7,D,0
36.4947,37.3194,332.4,1.3,1.1,2002-07-12,0841,Terra,MODIS,74,6.03,313.2,15.4,D,0
36.4922,37.3331,331.1,1.3,1.1,2002-07-12,0841,Terra,MODIS,71,6.03,313.1,13.5,D,0
36.5112,37.0487,327.1,1.2,1.1,2002-07-12,0841,Terra,MODIS,63,6.03,309.8,10.8,D,0
36.3533,36.6007,330.2,1.2,1.1,2002-07-12,0841,Terra,MODIS,72,6.03,307.7,17.1,D,0
36.3511,36.6133,331.8,1.2,1.1,2002-07-12,0841,Terra,MODIS,75,6.03,308.4,19.6,D,0
35.9804,37.0728,331.6,1.2,1.1,2002-07-12,0841,Terra,MODIS,72,6.03,311.3,14.6,D,0
35.9567,36.7404,329,1.2,1.1,2002-07-12,0841,Terra,MODIS,64,6.03,311.6,12,D,0
35.8435,36.9115,332.4,1.2,1.1,2002-07-12,0841,Terra,MODIS,72,6.03,314,15.1,D,0
35.5721,37.3271,341,1.3,1.1,2002-07-12,0841,Terra,MODIS,84,6.03,318.1,33.4,D,0
34.5801,36.5765,325.1,1.2,1.1,2002-07-12,0841,Terra,MODIS,52,6.03,310,12,D,2
35.9006,38.6648,344.8,1.5,1.2,2002-07-12,1016,Aqua,MODIS,86,6.03,317.4,53.8,D,0
36.8588,38.1603,332.6,1.5,1.2,2002-07-12,1016,Aqua,MODIS,68,6.03,316.5,15.5,D,0
36.605,37.4601,332.5,1.7,1.3,2002-07-12,1016,Aqua,MODIS,70,6.03,313.2,21.9,D,0
36.8389,40.2137,332.4,1.2,1.1,2002-07-12,1016,Aqua,MODIS,52,6.03,317,9.4,D,0
36.0373,36.9448,328.6,1.9,1.3,2002-07-12,1016,Aqua,MODIS,54,6.03,308.2,17,D,0
35.8931,38.6617,334,1.5,1.2,2002-07-12,1016,Aqua,MODIS,66,6.03,316.9,22.1,D,0
35.1188,40.5654,310.7,1.4,1.2,2002-07-12,1943,Terra,MODIS,78,6.03,298.7,11.8,N,2
36.7091,39.8219,303.1,1.3,1.1,2002-07-12,1944,Terra,MODIS,51,6.03,293.1,7,N,0
36.5061,37.3085,305.7,1.1,1,2002-07-12,1944,Terra,MODIS,64,6.03,294.3,5.7,N,0
36.5152,37.3067,305.6,1.1,1,2002-07-12,1944,Terra,MODIS,64,6.03,294.4,5.6,N,0
36.9547,40.5839,317.7,1.5,1.2,2002-07-12,1944,Terra,MODIS,95,6.03,294.3,25.3,N,0
36.5593,37.2146,309.8,1,1,2002-07-12,1944,Terra,MODIS,78,6.03,294.6,8.8,N,0
36.9773,40.7774,306.6,1.5,1.2,2002-07-12,1944,Terra,MODIS,68,6.03,295.7,11.2,N,0
36.9594,40.5934,304.9,1.5,1.2,2002-07-12,1944,Terra,MODIS,60,6.03,294.1,8.9,N,0
36.9578,40.5769,304.1,1.5,1.2,2002-07-12,1944,Terra,MODIS,56,6.03,293.7,8.2,N,2
36.9701,40.5917,314.5,1.5,1.2,2002-07-12,1944,Terra,MODIS,89,6.03,294.9,20.1,N,0
36.6298,37.2653,309.9,1,1,2002-07-12,1944,Terra,MODIS,78,6.03,294.5,9,N,0
36.6178,37.1726,311.5,1,1,2002-07-12,1944,Terra,MODIS,82,6.03,294.4,10,N,0
36.6163,37.161,304.8,1,1,2002-07-12,1944,Terra,MODIS,60,6.03,294.2,5.1,N,0
37.0643,40.7635,313.8,1.5,1.2,2002-07-12,1944,Terra,MODIS,88,6.03,294,21.1,N,0
37.0663,40.7576,321.9,1.5,1.2,2002-07-12,1944,Terra,MODIS,100,6.03,294.2,34.8,N,0
36.7106,39.8367,318.4,1.3,1.1,2002-07-12,1944,Terra,MODIS,97,6.03,293.7,24.4,N,0
36.7138,39.8664,383.1,1.3,1.1,2002-07-12,1944,Terra,MODIS,100,6.03,299.4,254.7,N,0
36.7154,39.8813,358.4,1.3,1.1,2002-07-12,1944,Terra,MODIS,100,6.03,296.6,125.4,N,0
36.7035,39.8681,342,1.3,1.1,2002-07-12,1944,Terra,MODIS,100,6.03,296.3,71.2,N,0
36.7051,39.883,320.4,1.3,1.1,2002-07-12,1944,Terra,MODIS,100,6.03,294.7,27.1,N,0
35.8885,37.147,306.4,1,1,2002-07-12,1944,Terra,MODIS,67,6.03,295,5.5,N,0
35.1221,40.5548,304.8,3.1,1.7,2002-07-12,2356,Aqua,MODIS,61,6.03,294.4,28.1,N,0
36.9874,41.663,336.1,1.7,1.3,2002-07-13,0745,Terra,MODIS,73,6.03,319,19.9,D,0
37.0894,40.909,311.5,2.3,1.5,2002-07-13,1849,Terra,MODIS,83,6.03,296.7,28.7,N,0
37.0859,40.9048,308.4,2.3,1.5,2002-07-13,1849,Terra,MODIS,74,6.03,296.5,20.5,N,0
37.2529,42.1914,307.8,1.1,1.1,2002-07-13,2300,Aqua,MODIS,73,6.03,296.6,6.8,N,0
36.9804,40.5219,305.8,1.3,1.1,2002-07-13,2300,Aqua,MODIS,60,6.03,291.2,9.9,N,0
36.9804,40.5315,307.7,1.3,1.1,2002-07-13,2300,Aqua,MODIS,72,6.03,291.8,11.6,N,0
36.9105,40.2558,304,1.3,1.2,2002-07-13,2300,Aqua,MODIS,58,6.03,292.8,8.6,N,0
36.9088,40.2709,314.4,1.3,1.1,2002-07-13,2300,Aqua,MODIS,89,6.03,292.9,19.9,N,0
36.8631,40.3997,310.7,1.3,1.1,2002-07-13,2300,Aqua,MODIS,81,6.03,292,15.5,N,0
36.8137,40.2036,308.5,1.4,1.2,2002-07-13,2300,Aqua,MODIS,75,6.03,292.8,13.2,N,0
36.8121,40.2186,333.3,1.4,1.2,2002-07-13,2300,Aqua,MODIS,100,6.03,294.5,52,N,0
35.1173,40.5618,312.2,1.2,1.1,2002-07-13,2301,Aqua,MODIS,84,6.03,296.9,13.4,N,2
36.0065,39.0224,334.1,1.1,1.1,2002-07-14,0828,Terra,MODIS,75,6.03,308.6,21.6,D,0
36.4795,39.0852,334.8,1.1,1,2002-07-14,0828,Terra,MODIS,73,6.03,310.6,18.6,D,0
36.4775,39.0973,334.4,1.1,1,2002-07-14,0828,Terra,MODIS,72,6.03,313.8,17,D,0
36.5066,36.9315,325.3,1,1,2002-07-14,0828,Terra,MODIS,58,6.03,307.1,8.7,D,0
36.4348,37.1599,358.5,1,1,2002-07-14,0828,Terra,MODIS,99,6.03,307.7,66.8,D,0
36.0045,39.0345,328.1,1.1,1.1,2002-07-14,0828,Terra,MODIS,57,6.03,308.4,12.1,D,0
35.638,36.3098,331.8,1,1,2002-07-14,0829,Terra,MODIS,75,6.03,307.6,17,D,0
35.6485,36.3008,341.6,1,1,2002-07-14,0829,Terra,MODIS,87,6.03,308.4,32.1,D,0
32.7677,35.9945,328.1,1,1,2002-07-14,0829,Terra,MODIS,68,6.03,308.2,13.1,D,0
35.9895,36.7442,328.7,1,1,2002-07-14,0829,Terra,MODIS,71,6.03,305.2,12.2,D,0
35.1161,40.5596,332.1,1.3,1.2,2002-07-14,0829,Terra,MODIS,63,6.03,315.9,10.8,D,2
35.9083,36.4835,351.1,1,1,2002-07-14,0829,Terra,MODIS,94,6.03,305.7,50.5,D,0
35.9099,36.4726,325,1,1,2002-07-14,0829,Terra,MODIS,53,6.03,305,8.7,D,0
35.6469,36.3117,335.6,1,1,2002-07-14,0829,Terra,MODIS,80,6.03,307.7,22.2,D,0
35.6396,36.2989,335.5,1,1,2002-07-14,0829,Terra,MODIS,80,6.03,308.1,22.4,D,0
36.5806,36.9626,349.1,2.8,1.6,2002-07-14,1004,Aqua,MODIS,92,6.03,304.3,199.7,D,0
36.7064,39.8906,328.1,1,1,2002-07-14,1931,Terra,MODIS,100,6.03,298.1,24.5,N,0
36.8574,40.4046,314.3,1.1,1,2002-07-14,1931,Terra,MODIS,87,6.03,296.9,10.4,N,0
36.8653,40.4086,308.7,1.1,1,2002-07-14,1931,Terra,MODIS,70,6.03,296.7,6.4,N,0
36.905,40.3525,309,1.1,1,2002-07-14,1931,Terra,MODIS,71,6.03,297.2,6.7,N,0
36.9552,40.4508,307.7,1.1,1,2002-07-14,1931,Terra,MODIS,66,6.03,296.3,6.2,N,0
36.9629,40.4556,306.6,1.1,1,2002-07-14,1931,Terra,MODIS,60,6.03,295.7,5.7,N,0
35.1088,40.6676,311.5,1,1,2002-07-14,1931,Terra,MODIS,78,6.03,299.3,7.8,N,0
35.1137,40.5623,320.1,1,1,2002-07-14,1931,Terra,MODIS,100,6.03,300.2,15.1,N,2
36.1,36.7644,307.4,1.1,1,2002-07-14,1931,Terra,MODIS,70,6.03,294.1,6.6,N,0
37.2359,42.1707,308.5,1.2,1.1,2002-07-14,1932,Terra,MODIS,75,6.03,295.6,8.8,N,0
37.0877,40.9235,308.3,1.1,1,2002-07-14,1932,Terra,MODIS,68,6.03,294.4,8,N,0
37.2375,42.1846,309.2,1.2,1.1,2002-07-14,1932,Terra,MODIS,77,6.03,295.1,9.7,N,0
36.924,40.2984,311.2,1.8,1.3,2002-07-14,2343,Aqua,MODIS,82,6.03,293.9,21.7,N,0
36.9279,40.2793,318.8,1.8,1.3,2002-07-14,2343,Aqua,MODIS,98,6.03,293.9,35.9,N,0
35.1164,40.5699,306.6,2,1.4,2002-07-14,2344,Aqua,MODIS,69,6.03,295.4,16,N,2
36.1109,37.6433,322.7,3.9,1.8,2002-07-15,0911,Terra,MODIS,72,6.03,299.3,60.8,D,0
36.1013,37.645,322.9,3.9,1.8,2002-07-15,0911,Terra,MODIS,72,6.03,299.5,61.4,D,0
36.5541,37.6274,344,1.1,1,2002-07-15,1046,Aqua,MODIS,86,6.03,311.7,32.3,D,0
36.5165,36.9813,328.7,1,1,2002-07-15,1046,Aqua,MODIS,47,6.03,310.2,7.4,D,0
36.8812,40.8658,311.4,3.7,1.8,2002-07-15,1836,Terra,MODIS,83,6.03,294.2,58,N,0
36.9283,41.0591,307.5,3.6,1.8,2002-07-15,1836,Terra,MODIS,72,6.03,294.6,36.3,N,0
36.9507,40.3829,303.7,3.9,1.8,2002-07-15,1837,Terra,MODIS,56,6.03,292.2,26.6,N,0
36.9218,41.0566,306.8,3.6,1.8,2002-07-15,1837,Terra,MODIS,69,6.03,294.5,35.9,N,0
36.8735,40.8638,311.4,3.7,1.8,2002-07-15,1837,Terra,MODIS,82,6.03,294.2,58.9,N,0
36.7893,40.0234,304.4,4.1,1.9,2002-07-15,1837,Terra,MODIS,48,6.03,293.1,32.2,N,0
36.9514,40.3459,302.8,4.3,1.9,2002-07-15,2014,Terra,MODIS,52,6.03,291.9,36.4,N,2
36.9534,40.395,316.8,4.4,1.9,2002-07-15,2014,Terra,MODIS,94,6.03,292.4,118.5,N,0
36.9552,40.3876,318.6,4.4,1.9,2002-07-15,2015,Terra,MODIS,97,6.03,292.4,133.4,N,0
36.8504,40.1067,308.7,2.1,1.4,2002-07-15,2248,Aqua,MODIS,75,6.03,293.3,22.9,N,0
36.8272,40.3821,312.9,2,1.4,2002-07-15,2248,Aqua,MODIS,86,6.03,292.5,31.1,N,0
36.8156,40.2196,303.7,2.1,1.4,2002-07-15,2248,Aqua,MODIS,57,6.03,291.9,14.1,N,0
36.8137,40.2426,315.9,2.1,1.4,2002-07-15,2248,Aqua,MODIS,92,6.03,292.2,38.8,N,0
36.8676,40.2111,305.8,2.1,1.4,2002-07-15,2248,Aqua,MODIS,66,6.03,293,16.8,N,0
36.1276,37.8726,332.6,1.1,1,2002-07-16,0816,Terra,MODIS,67,6.03,313.1,10.6,D,0
37.1412,42.2661,335.7,1.1,1,2002-07-16,0816,Terra,MODIS,76,6.03,317.9,14.7,D,0
36.6089,37.4319,340.6,1.1,1,2002-07-16,0816,Terra,MODIS,81,6.03,317.2,19.3,D,0
37.1433,42.254,348.7,1.1,1,2002-07-16,0816,Terra,MODIS,92,6.03,318.3,40.4,D,0
36.4871,37.2903,336.4,1.1,1,2002-07-16,0816,Terra,MODIS,73,6.03,315.9,12.8,D,0
36.4856,37.3026,340.4,1.1,1,2002-07-16,0816,Terra,MODIS,82,6.03,314.9,19.7,D,2
36.034,36.7436,328.9,3.9,1.8,2002-07-16,1129,Aqua,MODIS,82,6.03,304.1,49.8,D,0
36.1753,38.6323,318.1,1.2,1.1,2002-07-16,1919,Terra,MODIS,96,6.03,297.1,16.9,N,0
35.1125,40.561,314.1,1.1,1,2002-07-16,1919,Terra,MODIS,84,6.03,300.4,9.6,N,2
36.798,40.2163,308,1,1,2002-07-16,1919,Terra,MODIS,45,6.03,293.9,8.1,N,0
36.6137,37.2597,309.9,1.4,1.2,2002-07-16,1919,Terra,MODIS,77,6.03,296.4,10.9,N,0
36.6204,37.1789,306.3,1.4,1.2,2002-07-16,1919,Terra,MODIS,64,6.03,295.2,7.8,N,0
36.8002,40.2312,303,1.2,1.1,2002-07-16,2331,Aqua,MODIS,50,6.03,292.6,5.7,N,0
36.7324,40.1578,304.1,1.2,1.1,2002-07-16,2331,Aqua,MODIS,57,6.03,293.2,6.3,N,0
35.1181,40.5651,313.1,1.3,1.1,2002-07-16,2331,Aqua,MODIS,86,6.03,297.2,14.9,N,2
36.5011,36.9184,337.8,2.2,1.4,2002-07-17,0859,Terra,MODIS,82,6.03,310.2,66.1,D,0
36.496,36.9417,338.8,2.2,1.4,2002-07-17,0859,Terra,MODIS,83,6.03,310.8,70,D,0
36.5019,36.9139,326.8,2.2,1.4,2002-07-17,0859,Terra,MODIS,53,6.03,309.4,21.5,D,0
36.497,36.9365,345.4,2.2,1.4,2002-07-17,0859,Terra,MODIS,90,6.03,311.5,108.9,D,0
36.6614,37.5587,337.9,1,1,2002-07-17,1034,Aqua,MODIS,75,6.03,320.7,9.1,D,0
36.5596,37.495,342.4,1,1,2002-07-17,1034,Aqua,MODIS,83,6.03,322.8,16.5,D,0
36.5613,37.5063,351.5,1,1,2002-07-17,1034,Aqua,MODIS,93,6.03,323.3,35.5,D,0
37.1037,42.3207,305.5,3.7,1.8,2002-07-17,2002,Terra,MODIS,63,6.03,291.3,39.3,N,0
36.8158,40.2193,304.7,2.7,1.6,2002-07-17,2002,Terra,MODIS,54,6.03,294.3,15.4,N,0
36.83,40.2178,306.3,2.7,1.6,2002-07-17,2002,Terra,MODIS,65,6.03,294.8,20.4,N,0
36.8212,40.2435,305.5,2.7,1.6,2002-07-17,2002,Terra,MODIS,61,6.03,294.5,19.3,N,0
36.8193,40.2133,307.5,2.7,1.6,2002-07-17,2002,Terra,MODIS,69,6.03,294.3,24.6,N,0
36.9312,40.3873,305.2,2.8,1.6,2002-07-17,2002,Terra,MODIS,26,6.03,292.1,23.7,N,0
36.9584,40.5748,308.6,2.9,1.6,2002-07-17,2002,Terra,MODIS,60,6.03,287.5,36.9,N,2
36.9456,40.3858,304.9,2.8,1.6,2002-07-17,2002,Terra,MODIS,23,6.03,288.5,24.8,N,0
36.9341,40.3804,308.2,2.8,1.6,2002-07-17,2002,Terra,MODIS,63,6.03,290.9,35.4,N,0
36.9622,40.6004,301.3,2.9,1.6,2002-07-17,2002,Terra,MODIS,21,6.03,288.7,18.9,N,0
36.9602,40.5679,309.1,2.9,1.6,2002-07-17,2002,Terra,MODIS,75,6.03,287.8,40.2,N,0
37.0966,42.3589,308.1,3.7,1.8,2002-07-17,2002,Terra,MODIS,63,6.03,292.1,52.5,N,0
37.0947,42.3159,303.9,3.7,1.8,2002-07-17,2002,Terra,MODIS,58,6.03,291.5,32.2,N,0
34.7044,36.3102,335.1,1.7,1.3,2002-07-18,0804,Terra,MODIS,75,6.03,313.3,34.5,D,0
34.6718,40.9268,312.8,1.4,1.2,2002-07-18,1906,Terra,MODIS,77,6.03,300.9,10.8,N,0
36.9007,41.9657,311.4,1.1,1.1,2002-07-18,1907,Terra,MODIS,77,6.03,298,9.3,N,0
36.8986,41.9531,316.1,1.1,1.1,2002-07-18,1907,Terra,MODIS,91,6.03,297.6,13.7,N,0
36.7217,40.0696,308.1,1.4,1.2,2002-07-18,1907,Terra,MODIS,64,6.03,296.5,9.6,N,0
36.7734,40.2947,320.4,1.4,1.2,2002-07-18,1907,Terra,MODIS,100,6.03,297.9,23,N,0
36.7707,40.2797,319.5,1.4,1.2,2002-07-18,1907,Terra,MODIS,99,6.03,297.7,21.7,N,0
36.7679,40.2647,321,1.4,1.2,2002-07-18,1907,Terra,MODIS,100,6.03,298.6,24.3,N,0
36.7692,40.2903,325.5,1.4,1.2,2002-07-18,1907,Terra,MODIS,100,6.03,298.6,32.4,N,0
36.7738,40.2573,328.6,1.4,1.2,2002-07-18,1907,Terra,MODIS,100,6.03,297.7,38.2,N,0
36.7886,40.2212,317.5,1.4,1.2,2002-07-18,1907,Terra,MODIS,94,6.03,296.6,21.5,N,0
36.7376,39.8295,318.3,1.5,1.2,2002-07-18,1907,Terra,MODIS,96,6.03,298.1,23.6,N,0
36.7346,39.8136,310.2,1.5,1.2,2002-07-18,1907,Terra,MODIS,73,6.03,297.3,12,N,0
36.748,39.8264,311.2,1.5,1.2,2002-07-18,1907,Terra,MODIS,77,6.03,298.1,13.6,N,0
37.1902,42.2392,306,1.1,1,2002-07-18,1907,Terra,MODIS,60,6.03,295.9,5.4,N,0
36.8417,40.1579,309.8,1.4,1.2,2002-07-18,1907,Terra,MODIS,72,6.03,296,11,N,0
